Фамилия_Номер_покупки,Продукт,Стоимость,Тип,Время покупки
Чернев_1,Яйца,92,Еда,17:08
Чернев_1,Бананы,83,Еда,17:08
Чернев_2,Шницель куриный,170,Еда,15:20
Чернев_2,Молоко,90,Напитки,15:20
Чернев_2,Колбаса докторская,278,Еда,15:20
Чернев_2,Томаты,170,Еда,15:20
Чернев_2,Яблоки,156,Еда,15:20
Чернев_2,Огурцы,125,Еда,15:20
Чернев_3,Молоко,90,Напитки,18:12
Чернев_3,Шоколад,320,Сладости,18:12
Чернев_3,Сыр,190,Еда,18:12
Чернев_3,Колбаса докторская,260,Еда,18:12
Чернев_3,Хлеб,60,Еда,18:12
Чернев_4,Шницель куриный,165,Еда,16:45
Чернев_4,Хлеб,65,Еда,16:45
Чернев_4,Молоко,95,Напитки,16:45
Чернев_5,Колбаса докторская,270,Еда,17:30
Чернев_5,Яйца,95,Еда,17:30
Чернев_6,Сыр,185,Еда,18:20
Чернев_6,Томаты,175,Еда,18:20
Чернев_7,Шницель куриный,168,Еда,15:55
Чернев_8,Молоко,92,Напитки,17:10
Чернев_9,Хлеб,78,Еда,18:35
Чернев_10,Колбаса докторская,275,Еда,16:15
Чернев_11,Яблоки,160,Еда,17:40
Чернев_12,Огурцы,128,Еда,18:05
Чернев_13,Сыр,188,Еда,15:25
Чернев_14,Шницель куриный,172,Еда,16:50
Чернев_15,Молоко,88,Напитки,17:55
Чернев_16,Хлеб,62,Еда,18:25
Чернев_17,Колбаса докторская,268,Еда,16:30
Чернев_18,Яйца,98,Еда,17:15
Чернев_19,Томаты,172,Еда,18:40
Чернев_20,Шницель куриный,170,Еда,15:35
Чернев_21,Кефир,95,Напитки,17:45
Чернев_21,Колбаса докторская,265,Еда,17:45
Чернев_21,Хлеб,82,Еда,17:45
Чернев_22,Сыр,175,Еда,18:30
Чернев_22,Шницель куриный,245,Еда,18:30
Чернев_23,Яйца,94,Еда,15:45
Чернев_23,Бананы,85,Еда,15:45
Чернев_24,Шницель куриный,175,Еда,16:55
Чернев_24,Молоко,92,Напитки,16:55
Чернев_25,Колбаса докторская,280,Еда,17:20
Чернев_25,Томаты,168,Еда,17:20
Чернев_26,Яблоки,158,Еда,18:45
Чернев_26,Огурцы,130,Еда,18:45
Чернев_27,Молоко,88,Напитки,15:30
Чернев_27,Шоколад,325,Сладости,15:30
Чернев_28,Сыр,192,Еда,16:35
Чернев_28,Колбаса докторская,262,Еда,16:35
Чернев_29,Хлеб,58,Еда,18:50
Чернев_29,Шницель куриный,162,Еда,18:50
Чернев_30,Хлеб,67,Еда,17:00
Чернев_30,Молоко,97,Напитки,17:00
Чернев_31,Колбаса докторская,272,Еда,15:40
Чернев_31,Яйца,96,Еда,15:40
Чернев_32,Сыр,180,Еда,18:10
Чернев_32,Томаты,178,Еда,18:10
Чернев_33,Шницель куриный,170,Еда,16:00
Чернев_34,Молоко,90,Напитки,17:25
Чернев_35,Хлеб,76,Еда,18:15
Чернев_36,Колбаса докторская,278,Еда,15:50
Чернев_37,Яблоки,162,Еда,17:50
Чернев_38,Огурцы,126,Еда,18:20
Чернев_39,Сыр,186,Еда,16:10
Чернев_40,Шницель куриный,174,Еда,17:35
Чернев_41,Молоко,86,Напитки,18:00
Чернев_42,Хлеб,64,Еда,15:15
Чернев_43,Колбаса докторская,270,Еда,16:40
Чернев_44,Яйца,100,Еда,17:05
Чернев_45,Томаты,170,Еда,18:35
Чернев_46,Шницель куриный,172,Еда,15:25
Чернев_47,Кефир,91,Напитки,16:50
Чернев_48,Бананы,81,Еда,17:55
Чернев_49,Яблоки,154,Еда,18:25
Чернев_50,Огурцы,123,Еда,15:35
Чернев_50,Молоко,94,Напитки,15:35
Шараев_1,Шоколад,98,Сладости,21:12
Шараев_1,Липтон с лимоном,169,Напитки,21:12
Шараев_1,Хлеб,55,Еда,21:12
Шараев_2,Йогурт,89,Напитки,18:15
Шараев_2,Сок,139,Напитки,18:15
Шараев_2,Арахис,59,Еда,18:15
Шараев_3,Мармелад,45,Сладости,15:35
Шараев_3,Пицца,200,Фастфуд,15:35
Шараев_3,Вода,59,Напитки,15:35
Шараев_4,Шоколад,105,Сладости,20:30
Шараев_4,Кола,135,Напитки,20:30
Шараев_5,Мороженое,150,Сладости,19:45
Шараев_6,Чипсы,125,Еда,21:10
Шараев_7,Шоколад,110,Сладости,20:20
Шараев_8,Липтон,165,Напитки,19:55
Шараев_9,Мармелад,48,Сладости,21:25
Шараев_10,Пицца,195,Фастфуд,20:05
Шараев_11,Йогурт,92,Напитки,18:40
Шараев_12,Сок,142,Напитки,19:15
Шараев_13,Арахис,62,Еда,20:50
Шараев_14,Мороженое,148,Сладости,21:35
Шараев_15,Шоколад,108,Сладости,19:30
Шараев_16,Кола,138,Напитки,20:15
Шараев_17,Чипсы,128,Еда,21:45
Шараев_18,Мармелад,42,Сладости,19:10
Шараев_19,Пицца,205,Фастфуд,20:55
Шараев_20,Липтон с лимоном,172,Напитки,18:25
Шараев_21,Шоколад,100,Сладости,21:30
Шараев_21,Липтон,170,Напитки,21:30
Шараев_22,Йогурт,90,Напитки,18:30
Шараев_22,Сок,140,Напитки,18:30
Шараев_23,Мармелад,46,Сладости,15:40
Шараев_23,Пицца,198,Фастфуд,15:40
Шараев_24,Вода,60,Напитки,20:35
Шараев_24,Мороженое,152,Сладости,20:35
Шараев_25,Чипсы,130,Еда,21:20
Шараев_26,Шоколад,112,Сладости,19:40
Шараев_27,Кола,136,Напитки,20:25
Шараев_28,Арахис,60,Еда,18:20
Шараев_29,Мармелад,44,Сладости,21:15
Шараев_30,Пицца,202,Фастфуд,20:10
Шараев_31,Йогурт,94,Напитки,18:45
Шараев_32,Сок,144,Напитки,19:20
Шараев_33,Мороженое,146,Сладости,21:40
Шараев_34,Шоколад,106,Сладости,19:25
Шараев_35,Липтон с лимоном,168,Напитки,18:35
Шараев_36,Чипсы,126,Еда,21:50
Шараев_37,Мармелад,47,Сладости,15:45
Шараев_38,Пицца,197,Фастфуд,20:40
Шараев_39,Вода,58,Напитки,18:10
Шараев_40,Кола,140,Напитки,19:50
Шараев_41,Шоколад,109,Сладости,21:05
Шараев_42,Йогурт,88,Напитки,18:50
Шараев_43,Сок,138,Напитки,19:35
Шараев_44,Арахис,61,Еда,20:45
Шараев_45,Мороженое,149,Сладости,21:55
Шараев_46,Чипсы,129,Еда,19:15
Шараев_47,Шоколад,111,Сладости,20:55
Шараев_48,Липтон,166,Напитки,18:40
Шараев_49,Мармелад,43,Сладости,21:30
Шараев_50,Пицца,204,Фастфуд,20:20
Шараев_50,Вода,57,Напитки,20:20
Щетинин_1,Энергетик,180,Напитки,16:20
Щетинин_1,Сыр-косичка,270,Еда,16:20
Щетинин_2,Хинкали,88,Еда,15:45
Щетинин_2,Хинкали,88,Еда,15:45
Щетинин_3,Энергетик,185,Напитки,17:10
Щетинин_4,Сыр-косичка,275,Еда,16:35
Щетинин_5,Йогурт,80,Сладости,22:05
Щетинин_6,Энергетик,182,Напитки,15:25
Щетинин_7,Сыр-косичка,268,Еда,17:50
Щетинин_8,Хинкали,88,Еда,16:15
Щетинин_9,Энергетик,188,Напитки,15:55
Щетинин_10,Сыр-косичка,272,Еда,17:30
Щетинин_11,Йогурт,78,Сладости,21:40
Щетинин_12,Энергетик,179,Напитки,16:05
Щетинин_13,Сыр-косичка,276,Еда,17:20
Щетинин_14,Хинкали,88,Еда,15:30
Щетинин_15,Энергетик,190,Напитки,16:45
Щетинин_16,Сыр-косичка,269,Еда,17:55
Щетинин_17,Йогурт,82,Сладости,22:15
Щетинин_18,Энергетик,184,Напитки,15:10
Щетинин_19,Сыр-косичка,274,Еда,16:25
Щетинин_20,Хинкали,88,Еда,17:40
Щетинин_21,Энергетик,181,Напитки,16:15
Щетинин_21,Сыр-косичка,271,Еда,16:15
Щетинин_22,Хинкали,88,Еда,15:50
Щетинин_22,Хинкали,88,Еда,15:50
Щетинин_23,Йогурт,79,Сладости,21:55
Щетинин_24,Энергетик,187,Напитки,17:05
Щетинин_25,Сыр-косичка,273,Еда,16:40
Щетинин_26,Хинкали,88,Еда,15:20
Щетинин_27,Энергетик,183,Напитки,16:55
Щетинин_28,Сыр-косичка,277,Еда,17:35
Щетинин_29,Йогурт,81,Сладости,22:10
Щетинин_30,Энергетик,186,Напитки,15:35
Щетинин_31,Сыр-косичка,270,Еда,16:10
Щетинин_32,Хинкали,88,Еда,17:15
Щетинин_33,Энергетик,189,Напитки,16:50
Щетинин_34,Сыр-косичка,275,Еда,17:45
Щетинин_35,Йогурт,77,Сладости,21:45
Щетинин_36,Энергетик,178,Напитки,15:05
Щетинин_37,Сыр-косичка,268,Еда,16:30
Щетинин_38,Хинкали,88,Еда,17:25
Щетинин_39,Энергетик,185,Напитки,16:00
Щетинин_40,Сыр-косичка,272,Еда,17:10
Щетинин_41,Йогурт,83,Сладости,22:20
Щетинин_42,Энергетик,191,Напитки,15:40
Щетинин_43,Сыр-косичка,274,Еда,16:45
Щетинин_44,Хинкали,88,Еда,17:55
Щетинин_45,Энергетик,180,Напитки,15:15
Щетинин_46,Сыр-косичка,269,Еда,16:20
Щетинин_47,Йогурт,80,Сладости,21:30
Щетинин_48,Хинкали,88,Еда,15:55
Щетинин_48,Хинкали,88,Еда,15:55
Щетинин_49,Энергетик,186,Напитки,17:00
Щетинин_50,Сыр-косичка,276,Еда,16:35
Щетинин_50,Энергетик,182,Напитки,16:35
Юрченко_1,Кола,130,Напитки,21:30
Юрченко_1,Чипсы,120,Еда,21:31
Юрченко_2,Пиво,210,Алкоголь,22:45
Юрченко_3,Сухарики,85,Еда,20:15
Юрченко_4,Шоколад,110,Сладости,21:55
Юрченко_5,Кола,135,Напитки,20:40
Юрченко_6,Чипсы,125,Еда,22:10
Юрченко_7,Пиво,215,Алкоголь,21:25
Юрченко_8,Сухарики,88,Еда,20:50
Юрченко_9,Шоколад,115,Сладости,22:30
Юрченко_10,Кола,128,Напитки,21:05
Юрченко_11,Чипсы,122,Еда,20:35
Юрченко_12,Пиво,208,Алкоголь,22:20
Юрченко_13,Сухарики,90,Еда,21:45
Юрченко_14,Шоколад,112,Сладости,20:10
Юрченко_15,Кола,132,Напитки,22:55
Юрченко_16,Чипсы,118,Еда,21:40
Юрченко_17,Пиво,212,Алкоголь,20:25
Юрченко_18,Сухарики,87,Еда,22:15
Юрченко_19,Шоколад,108,Сладости,21:50
Юрченко_20,Кола,129,Напитки,20:30
Юрченко_21,Пиво,214,Алкоголь,22:35
Юрченко_21,Чипсы,124,Еда,22:36
Юрченко_22,Кола,131,Напитки,21:15
Юрченко_23,Сухарики,89,Еда,20:45
Юрченко_24,Шоколад,114,Сладости,22:05
Юрченко_25,Пиво,209,Алкоголь,21:55
Юрченко_26,Чипсы,127,Еда,20:20
Юрченко_27,Кола,134,Напитки,22:50
Юрченко_28,Сухарики,86,Еда,21:10
Юрченко_29,Шоколад,111,Сладости,20:55
Юрченко_30,Пиво,216,Алкоголь,22:25
Юрченко_30,Чипсы,121,Еда,22:26
Юрченко_31,Кола,126,Напитки,21:35
Юрченко_32,Сухарики,91,Еда,20:05
Юрченко_33,Шоколад,109,Сладости,22:40
Юрченко_34,Пиво,211,Алкоголь,21:20
Юрченко_35,Чипсы,123,Еда,20:50
Юрченко_36,Кола,133,Напитки,22:15
Юрченко_37,Сухарики,84,Еда,21:45
Юрченко_38,Шоколад,113,Сладости,20:30
Юрченко_39,Пиво,213,Алкоголь,22:00
Юрченко_40,Чипсы,126,Еда,21:25
Юрченко_41,Кола,130,Напитки,20:15
Юрченко_42,Сухарики,88,Еда,22:55
Юрченко_43,Шоколад,110,Сладости,21:40
Юрченко_44,Пиво,217,Алкоголь,20:35
Юрченко_45,Чипсы,119,Еда,22:10
Юрченко_46,Кола,127,Напитки,21:00
Юрченко_47,Сухарики,90,Еда,20:25
Юрченко_48,Шоколад,116,Сладости,22:45
Юрченко_49,Пиво,210,Алкоголь,21:50
Юрченко_50,Чипсы,125,Еда,20:40
Юрченко_50,Кола,129,Напитки,20:40
